id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
3759,Brian Dannelly,92,Macaulay Culkin,Patrick Fugit,8786715,Saved!,40274,Eva Amurri Martino,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,324,English,USA,PG-13,5000000,2004,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3760,Denys Arcand,112,Marie-Josée Croze,Stéphane Rousseau,3432342,The Barbarian Invasions,24921,Marina Hands,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,166,French,Canada,R,6000000,2003,7.7,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3761,Richard Lester,106,Robert Shaw,Denholm Elliott,-1,Robin and Marian,8930,Nicol Williamson,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,90,English,USA,PG,5000000,1976,6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3762,J.S. Cardone,90,Brendan Fehr,Kerr Smith,6755271,The Forsaken,7319,Izabella Miko,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,131,English,USA,R,5000000,2001,5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3763,Guy Hamilton,126,Harrison Ford,Carl Weathers,-1,Force 10 from Navarone,13587,Franco Nero,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,80,English,UK,PG,5000000,1978,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3764,Jay Levey,150,Fran Drescher,Gedde Watanabe,6157157,UHF,21416,Michael Richards,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,198,English,USA,PG-13,5000000,1989,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3765,Nicholaus Goossen,90,Linda Cardellini,Joel David Moore,6088249,Grandma's Boy,67853,Shirley Jones,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,202,English,USA,R,-1,2006,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3766,Tamara Jenkins,91,Natasha Lyonne,Kevin Corrigan,5480318,Slums of Beverly Hills,9427,Jessica Walter,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,79,English,USA,R,5000000,1998,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3767,Sergio Leone,145,Claudia Cardinale,Woody Strode,-1,Once Upon a Time in the West,216005,Jack Elam,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,565,English,Italy,PG-13,5000000,1968,8.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,Jon Favreau,95,Jon Favreau,Faizon Love,5308707,Made,15053,Jonathan Silverman,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,165,English,USA,R,5000000,2001,6.4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3769,Duncan Jones,97,Kevin Spacey,Matt Berry,5009677,Moon,260607,Benedict Wong,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,485,English,UK,R,5000000,2009,7.9,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3770,Scott Marshall,90,Miranda Cosgrove,Jami Gertz,4328294,Keeping Up with the Steins,2719,Carter Jenkins,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,41,English,USA,PG-13,-1,2006,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3771,Ronan Chapalain,41,Norbert Ferrer,Guillaume Denaiffe,4074023,Sea Rex 3D: Journey to a Prehistoric World,296,Chloe Hollings,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,4,English,UK,Unknown,5000000,2010,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,Atom Egoyan,112,Bruce Greenwood,Sarah Polley,4306697,The Sweet Hereafter,26720,Simon Baker,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,196,English,Canada,R,5000000,1997,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3773,Xavier Beauvois,122,Lambert Wilson,Michael Lonsdale,3950029,Of Gods and Men,12411,Olivier Rabourdin,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,89,French,France,PG-13,4000000,2010,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3774,Randall Miller,110,Alan Rickman,Freddy Rodríguez,4040588,Bottle Shock,12233,Greg Collins,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,89,English,USA,PG-13,5000000,2008,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3775,Jerry Belson,87,Cassandra Peterson,Tim Thomerson,-1,Jekyll and Hyde... Together Again,881,Bess Armstrong,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,32,English,USA,R,5000000,1982,6.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3776,Peter Jackson,108,Kate Winslet,Jed Brophy,3049135,Heavenly Creatures,50197,Liz Mullane,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,265,English,New Zealand,R,5000000,1994,7.4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3777,Michael Polish,121,Hayden Christensen,Bobby Batson,4700361,90 Minutes in Heaven,2047,Cynthia Barrett,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,29,English,USA,PG-13,5000000,2015,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3778,Dan Rush,97,Will Ferrell,Scott Takeda,2711210,Everything Must Go,40305,Stephen Root,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86,English,USA,R,5000000,2010,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3779,Jake Kasdan,116,Kim Dickens,Ryan O'Neal,1980338,Zero Effect,12366,Angela Featherstone,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,151,English,USA,R,5000000,1998,7.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3780,Brad Anderson,94,Christian Bale,Jennifer Jason Leigh,1082044,The Machinist,281649,Reg E. Cathey,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,458,English,Spain,R,5000000,2004,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3781,Paul Schrader,103,Dana Delany,Jane Adams,1100000,Light Sleeper,3665,David Clennon,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,39,English,USA,R,5000000,1992,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3782,Michael Cuesta,112,Jeremy Renner,Paz Vega,2445646,Kill the Messenger,32382,Robert Pralgo,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,99,English,USA,R,5000000,2014,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3783,John Cameron Mitchell,91,Dianne Wiest,Jon Tenney,2221809,Rabbit Hole,40618,Tammy Blanchard,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,144,English,USA,PG-13,5000000,2010,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3784,Fenton Bailey,98,Macaulay Culkin,Mia Kirshner,296665,Party Monster,12675,Marilyn Manson,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,158,English,USA,R,5000000,2003,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3785,Jeremy Saulnier,95,Alia Shawkat,Mark Webber,3219029,Green Room,28845,Joe Cole,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,125,English,USA,R,5000000,2015,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3786,Billy Kent,88,Liza Minnelli,Tim Russ,-1,The Oh in Ohio,5494,Winter Ave Zoli,http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1,56,English,USA,R,5000000,2006,5.6,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3787,James Manera,99,Joaquim de Almeida,Greg Germann,830210,Atlas Shrugged: Who Is John Galt?,1900,Kristoffer Polaha,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,56,English,USA,PG-13,5000000,2014,4.4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3788,Wes Anderson,91,Andrew Wilson,Darryl Cox,1040879,Bottle Rocket,54478,Lumi Cavazos,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1,184,English,USA,R,7000000,1996,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3789,Kevin Spacey,97,Viggo Mortensen,Joe Mantegna,326308,Albino Alligator,6632,Faye Dunaway,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,69,English,USA,R,5000000,1996,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3790,Feroz Abbas Khan,136,Akshaye Khanna,Bhoomika Chawla,240425,Gandhi  My Father,1311,Darshan Jariwala,http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1,25,Hindi,India,Unknown,-1,2007,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3791,Errol Morris,118,Jeffrey Frost,Megan Ambuhl Graner,228830,Standard Operating Procedure,3329,Ken Davis,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,22,English,USA,R,-1,2008,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3792,Dennis Hopper,94,Raymond Burr,Don Gordon,-1,Out of the Blue,1599,Jim Byrnes,http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1,27,English,Canada,R,2200000,1980,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3793,Eli Craig,89,Katrina Bowden,Tyler Labine,223615,Tucker and Dale vs Evil,127842,Chelan Simmons,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,200,English,Canada,R,-1,2010,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3794,Nicholas Fackler,90,Adam Scott,Ellen Burstyn,124720,Lovely  Still,1560,Martin Landau,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,15,English,USA,PG,5000000,2008,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3795,Richard Wallace,95,Judith Anderson,Paul Fix,-1,Tycoon,989,Laraine Day,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,23,English,USA,Approved,3209000,1947,6.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3796,Morgan J. Freeman,90,Ethan Suplee,John Heard,99147,Desert Blue,1884,Sara Gilbert,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,28,English,USA,R,2000000,1998,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3797,Matthew Hastings,95,Meghan Ory,Marc Trottier,-1,Decoys,4041,Corey Sevier,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,66,English,Canada,R,5000000,2004,4.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3798,M. Night Shyamalan,94,Ocean James,Patch Darragh,65069140,The Visit,65299,Olivia DeJonge,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,455,English,USA,PG-13,5000000,2015,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3799,Brian De Palma,90,Mike Figueroa,Daniel Stewart Sherman,65087,Redacted,8824,Kel O'Neill,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,108,English,USA,R,5000000,2007,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3800,Klaus Menzel,103,Adam Garcia,Jacqueline Bisset,16066,Fascination,1207,Alice Evans,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,44,English,Germany,R,5000000,2004,3.3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,Unknown,60,Holly Hunter,Dylan Minnette,-1,Saving Grace,3852,Bokeem Woodbine,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,47,English,USA,TV-MA,-1,1900,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3802,Oren Peli,91,Glenn Campbell,Sandra Staggs,-1,Area 51,7888,Jelena Nik,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,55,English,USA,R,5000000,2015,4.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3803,Jaume Balagueró,102,Luis Tosar,Tony Corvillo,-1,Sleep Tight,23756,Marta Etura,http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1,48,Spanish,Spain,Not Rated,5000000,2011,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3804,Paul Andrew Williams,92,Dave Legeno,Doug Bradley,-1,The Cottage,10056,Georgia Groome,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,82,English,UK,Unrated,2500000,2008,6.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3805,Stephen Herek,87,Henry Ian Cusick,Callum Blue,-1,Dead Like Me: Life After Death,10734,Shenae Grimes-Beech,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,80,English,USA,R,5000000,2009,6.1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3806,Bob Saget,80,Alyson Hannigan,John Stamos,-1,Farce of the Penguins,4322,Jim Belushi,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1,47,English,USA,R,-1,2006,4.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,Jim Amatulli,90,Heather Locklear,Patricia Neal,-1,Flying By,215,Katie Leclerc,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,2,English,USA,PG-13,-1,2009,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3808,Unknown,44,Corbin Bernsen,Dulé Hill,-1,Psych,67315,Timothy Omundson,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1,127,English,USA,TV-PG,-1,1900,8.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3809,William H. Macy,105,Billy Crudup,Felicity Huffman,37440,Rudderless,12672,David Adam Flannery,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,60,English,USA,R,5000000,2014,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3810,Barrett Esposito,67,Chazz Palminteri,Cyndi Lauper,-1,Henry & Me,83,Danny Aiello,http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1,1,English,USA,PG,10000000,2014,6.7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,Mitch Davis,95,Gary Cole,Jon Heder,-1,Christmas Eve,1091,Cheryl Hines,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,15,English,USA,PG,-1,2015,5.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,Eric Bross,87,Teri Polo,Esai Morales,-1,We Have Your Husband,216,Nicholas Gonzalez,http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1,3,English,USA,TV-PG,5000000,2011,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3813,Paul Schrader,94,Nicolas Cage,Irène Jacob,-1,Dying of the Light,6964,Tomiwa Edun,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,47,English,Bahamas,R,5000000,2014,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3814,Vicky Jewson,109,James Frain,Sofia Black-D'Elia,-1,Born of War,237,Lisa Kay,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,3,English,UK,R,5000000,2014,4.4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3815,Peter Hyams,130,David Huddleston,Sam Waterston,-1,Capricorn One,15988,Hal Holbrook,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,153,English,USA,PG,5000000,1977,6.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,Marc Bennett,-1,Michael Rapaport,Natasha Henstridge,-1,Should've Been Romeo,38,Costas Mandylor,http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1,2,English,USA,Unknown,5000000,2012,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3817,Mike Mayhall,88,David Raizor,Cody Howard,-1,Running Forever,8,Martin Kove,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,-1,English,USA,Unknown,5000000,2015,8.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,Kevin Smith,88,Johnny Depp,Haley Joel Osment,-1,Yoga Hosers,849,Natasha Lyonne,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,4,English,USA,PG-13,5000000,2016,4.8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3819,Stanton Barrett,97,Mikal Vega,Michael Dudikoff,-1,Navy Seals vs. Zombies,928,Ed Quinn,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,14,English,USA,Unknown,-1,2015,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3820,Jirí Menzel,113,Julia Jentsch,Ivan Barnev,617228,I Served the King of England,6183,Milan Lasica,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,27,Czech,Czech Republic,R,84450000,2006,7.4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3821,Fatih Akin,99,Udo Kier,Moritz Bleibtreu,274385,Soul Kitchen,29203,Birol Ünel,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,26,German,Germany,Unknown,4000000,2009,7.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3822,Billy Bob Thornton,148,Robert Duvall,Dwight Yoakam,24475416,Sling Blade,72443,J.T. Walsh,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,309,English,USA,R,890000,1996,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3823,Nick Murphy,107,Isaac Hempstead Wright,Imelda Staunton,-1,The Awakening,46347,Joseph Mawle,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,112,English,UK,R,3000000,2011,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3824,Eli Roth,93,Jay Hernandez,Takashi Miike,47277326,Hostel,138814,Rick Hoffman,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,1516,English,USA,R,4800000,2005,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3825,Michael Winterbottom,94,Steve Coogan,Shirley Henderson,1247453,Tristram Shandy: A Cock and Bull Story,11202,Dylan Moran,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,123,English,UK,R,2800000,2005,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3826,Jeff Nichols,121,Katy Mixon,Shea Whigham,1729969,Take Shelter,68211,Robert Longstreet,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,219,English,USA,R,5000000,2011,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3827,Frank LaLoggia,118,Alex Rocco,Lukas Haas,1705139,Lady in White,4695,Katherine Helmond,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,69,English,USA,R,4700000,1988,6.7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3828,Jeremy Brock,98,Rupert Grint,Julie Walters,238774,Driving Lessons,9611,Tamsin Egerton,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1,70,English,UK,PG-13,-1,2006,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3829,Scott Foley,82,Donald Faison,Greg Grunberg,-1,Let's Kill Ward's Wife,4247,Dagmara Dominczyk,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,11,English,USA,Unrated,5000000,2014,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3830,Tobe Hooper,101,Bill Johnson,Lou Perryman,8025872,The Texas Chainsaw Massacre 2,19234,Jim Siedow,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,258,English,USA,X,4700000,1986,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3831,Sam Peckinpah,106,James Coburn,Bob Dylan,-1,Pat Garrett & Billy the Kid,13467,Jason Robards,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,106,English,USA,R,4638783,1973,7.4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3832,Nicolas Winding Refn,90,Ryan Gosling,Kristin Scott Thomas,778565,Only God Forgives,83234,Yayaying Rhatha Phongam,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,475,English,Denmark,R,4800000,2013,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3833,Christophe Ali,79,Denis Lavant,Isild Le Besco,-1,Camping sauvage,262,Emmanuelle Bercot,http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1,6,French,France,Unknown,-1,2005,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3834,Gabriela Tagliavini,87,Maria Conchita Alonso,Kate del Castillo,-1,Without Men,1427,Camryn Manheim,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,12,English,USA,R,4700000,2011,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835,Shekar,-1,Bhama,Diganth,-1,Barfi,57,Dileep Raj,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,1,Kannada,India,Unknown,-1,2013,7.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,Shona Auerbach,105,Gerard Butler,Sharon Small,1340891,Dear Frankie,18940,Jack McElhone,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,182,English,UK,PG-13,-1,2004,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3837,Leonard Farlinger,89,Keith Carradine,Gary Farmer,-1,All Hat,436,Stephen McHattie,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,8,English,Canada,R,5000000,2007,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,Michel Leclerc,100,Sara Forestier,Jacques Gamblin,513836,The Names of Love,6304,Zinedine Soualem,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,21,French,France,R,4600000,2010,7.2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3839,Analeine Cal y Mayor,92,Zoë Kravitz,Douglas Smith,-1,Treading Water,421,Kim Ly,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,3,English,Mexico,Unknown,4700000,2013,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3840,Tom Kalin,97,Eddie Redmayne,Elena Anaya,434417,Savage Grace,8867,Stephen Dillane,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,65,English,Spain,Not Rated,4600000,2007,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3841,Robert Sarkies,100,William Kircher,Matthew Sunderland,728,Out of the Blue,2776,Paul Glover,http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1,22,English,New Zealand,Unknown,-1,2006,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3842,Hugh Wilson,96,Steve Guttenberg,Bubba Smith,81200000,Police Academy,87739,Michael Winslow,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,133,English,USA,R,4500000,1984,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,Randal Kleiser,104,Brooke Shields,Christopher Atkins,-1,The Blue Lagoon,50125,Leo McKern,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,140,English,USA,R,4500000,1980,5.7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
