id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
4184,Tom Hanks,149,Tom Hanks,Charlize Theron,25809813,That Thing You Do!,50311,Ethan Embry,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,212,English,USA,PG,26000000,1996,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4185,Tommy Lee Wallace,98,Tom Atkins,Dan O'Herlihy,14400000,Halloween III: Season of the Witch,28589,Nancy Kyes,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1,532,English,USA,R,2500000,1982,4.6,https://images-na.ssl-images-amazon.com/images/M/MV5BN2YzYjI0MWYtYWUyZS00ZDQ4LWEzN2EtMDU4NDJmNjA2ZWFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4186,Don Taylor,98,Roddy McDowall,M. Emmet Walsh,-1,Escape from the Planet of the Apes,23546,Sal Mineo,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,92,English,USA,G,2500000,1971,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BNWE5NTQ4ZDQtNjUyMC00NjÖNmRkYTUyMTFmYTI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,Martin Ritt,112,Patricia Neal,Melvyn Douglas,-1,Hud,15277,Whit Bissell,http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1,120,English,USA,Approved,2500000,1963,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BYjA3MzFlZDQtNTY3Ny00OTM1LWI1ODctNmE4ZWM5ZTU2MjA5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4188,Leslie Small,75,David Jason Perez,La'Princess Jackson,32230907,Kevin Hart: Let Me Explain,6062,Dana Hanna,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,30,English,USA,R,2500000,2013,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MjM2MjAxOF5BMl5BanBnXkFtZTcwMTAzOTEyOQ@@._V1_SX50.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,Gus Van Sant,104,Keanu Reeves,Udo Kier,6401336,My Own Private Idaho,36996,Flea,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,153,English,USA,R,2500000,1991,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BZDgxMGU3YTEtODEzOC00MGÖYmY0ODU0OTI1NmMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4190,Zach Braff,102,Armando Riesco,Michael Weston,26781723,Garden State,187595,Jill Flint,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,978,English,USA,R,2500000,2004,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjc5MDE0NjkxOF5BMl5BanBnXkFtZTcwNzA0NTkyMw@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4191,Richard Linklater,105,Hanno P√∂schl,Hans Weingartner,5400000,Before Sunrise,183288,Dominik Castell,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,395,English,USA,R,2500000,1995,8.1,https://images-na.ssl-images-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4192,√âric Tessier,99,Patrick Huard,Michel C√¥t√©,-1,Sur le seuil,1003,Jean Pierre Bergeron,http://www.imdb.com/title/tt0380732/?ref_=fn_tt_tt_1,5,French,Canada,Unknown,3200000,2003,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NjYwODQ3OF5BMl5BanBnXkFtZTcwNDk3Mjc0NQ@@._V1_SX50.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4193,Alison Maclean,107,Billy Crudup,Samantha Morton,1282084,Jesus' Son,6221,Mark Webber,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,87,English,USA,R,2500000,1999,7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzkyMjg4N15BMl5BanBnXkFtZTcwMTI2NDUyMQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4194,Alice Wu,96,Joan Chen,Ato Essandoh,1186323,Saving Face,7776,Jessica Hecht,http://www.imdb.com/title/tt0384504/?ref_=fn_tt_tt_1,84,English,USA,R,-1,2004,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNjA5MjE3MV5BMl5BanBnXkFtZTcwOTY0OTkyMQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4195,Sarah Gavron,101,Satish Kaushik,Christopher Simpson,1094998,Brick Lane,2560,Tannishtha Chatterjee,http://www.imdb.com/title/tt0940585/?ref_=fn_tt_tt_1,29,English,UK,PG-13,-1,2007,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3ODg0NTQ0NV5BMl5BanBnXkFtZTcwODM3NTM2MQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4196,Jake Schreier,89,Frank Langella,Joshua Ormond,3325638,Robot & Frank,52509,Ana Gasteyer,http://www.imdb.com/title/tt1990314/?ref_=fn_tt_tt_1,84,English,USA,PG-13,2500000,2012,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMTE0NTk4Ml5BMl5BanBnXkFtZTcwNjQ1OTMwOA@@._V1_SX50.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4197,Isabel Coixet,106,Sarah Polley,Julian Richings,395592,My Life Without Me,21202,Amanda Plummer,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,134,English,Spain,R,2000000,2003,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BNDZjZWE5NWItMzVkMi00ODU1LTg5YWYtNmU1NjhkZWI3MGQxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4198,James Ponsoldt,95,Shailene Woodley,Jennifer Jason Leigh,6851969,The Spectacular Now,105591,Dayo Okeniyi,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,178,English,USA,R,2500000,2013,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTc0NTkzM15BMl5BanBnXkFtZTcwODEwNjE3OQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4199,Randall Miller,34,William Hurt,Elden Henson,333658,Marilyn Hotchkiss' Ballroom Dancing and Charm School,97,Michael Bower,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,2,English,USA,Unknown,34000,1990,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMjU0NDg2NV5BMl5BanBnXkFtZTcwNjEwMzE2MQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4200,Larry Charles,101,Bill Maher,Tal Bachman,12995673,Religulous,52286,Steve Burg,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,345,English,USA,R,2500000,2008,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMDcxMTA3M15BMl5BanBnXkFtZTcwNzk5NzU2MQ@@._V1_SX50.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4201,Joshua Tickell,112,Larry David,Sheryl Crow,173783,Fuel,578,George W. Bush,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,34,English,USA,Not Rated,2500000,2008,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BODU1MTI3NTM5Nl5BMl5BanBnXkFtZTcwMzAzNDAzMg@@._V1_SX50.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,Tim Boxell,100,Bruce McGill,Diana Scarwid,118666,Valley of the Heart's Delight,91,Tom Bower,http://www.imdb.com/title/tt0472200/?ref_=fn_tt_tt_1,3,English,USA,Unknown,2500000,2006,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NzMwOTA2OF5BMl5BanBnXkFtZTcwNDYzMzk5Mg@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4203,Rawson Marshall Thurber,92,Gary Cole,Stephen Root,114324072,Dodgeball: A True Underdog Story,185345,Joel David Moore,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,392,English,USA,PG-13,20000000,2004,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4204,Michael D. Sellers,100,Katharine Ross,Carly Schroeder,71904,Eye of the Dolphin,806,George Harris,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,18,English,USA,PG-13,2500000,2006,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNDMyODY5MV5BMl5BanBnXkFtZTcwMDM5OTUzMQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4205,Reed Cowan,80,Dustin Lance Black,Emily Pearson,99851,8: The Mormon Proposition,1138,Gavin Newsom,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,30,English,USA,R,2500000,2010,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MjM1NjY2NF5BMl5BanBnXkFtZTcwMTY5MTI0Mw@@._V1_SX50.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,James Dodson,106,Larry Miller,Anupam Kher,115504,The Other End of the Line,4820,Shriya Saran,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,26,English,UK,PG-13,14000000,2008,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MTMzMjcxOF5BMl5BanBnXkFtZTcwMzI5NTg5MQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4207,Stefan Ruzowitzky,103,Benno F√ºrmann,R√ºdiger Vogler,5725,Anatomy,10220,Sebastian Blomberg,http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1,110,German,Germany,R,8400000,2000,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NjkyMDA3OF5BMl5BanBnXkFtZTcwNjUxMjcyMQ@@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4208,Alex Rivera,90,Leonor Varela,Jacob Vargas,75727,Sleep Dealer,5699,Tenoch Huerta,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,40,Spanish,USA,PG-13,2500000,2008,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMjg2OTAzMF5BMl5BanBnXkFtZTcwODc0MTQzMg@@._V1_SX50.jpg,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4209,James Gunn,96,Linda Cardellini,Rainn Wilson,322157,Super,61787,Paul T. Taylor,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,203,English,USA,R,2500000,2010,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDkxNjI1NF5BMl5BanBnXkFtZTcwMzE5Njc1NA@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4210,John Murlowski,89,Ashley Scott,Piper Mackenzie Harris,-1,Christmas Mail,858,Lochlyn Munro,http://www.imdb.com/title/tt1663628/?ref_=fn_tt_tt_1,7,English,USA,TV-PG,2500000,2010,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzNzEyNzA3M15BMl5BanBnXkFtZTcwNDMwNjA4NA@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4211,Benni Diez,87,Clifton Collins Jr.,Cecilia Pillado,-1,Stung,3119,David Masterson,http://www.imdb.com/title/tt3300572/?ref_=fn_tt_tt_1,23,English,Germany,Not Rated,2500000,2015,5,https://images-na.ssl-images-amazon.com/images/M/MV5BNzAyMDA3OTYyNl5BMl5BanBnXkFtZTgwMTgwODM2NTE@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4212,Danny Perez,94,Natasha Lyonne,Emmanuel Kabongo,-1,Antibirth,63,Mark Webber,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,2,English,USA,Unknown,3500000,2016,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMzMzNjEyNzkxOV5BMl5BanBnXkFtZTgwMjc1OTY2OTE@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4213,Spike Lee,120,Bernie Mac,Harry Lennix,5731103,Get on the Bus,4100,Andre Braugher,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,35,English,USA,R,2400000,1996,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BYTliNjQ1MDYtZTQwNi00MzQzLTllZTgtZGYyZGExZDZlNGM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4214,Robby Henson,101,Marc Blucas,Max Ryan,978908,Thr3e,4057,Justine Waddell,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,90,English,Poland,PG-13,2400000,2006,5.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2Njg3ODgxM15BMl5BanBnXkFtZTcwOTUyMTA0MQ@@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4215,Mike Judge,84,Anthony 'Citric' Campos,Patrick Fischler,438653,Idiocracy,108052,David Herman,http://www.imdb.com/title/tt0387808/?ref_=fn_tt_tt_1,434,English,USA,R,-1,2006,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMWQ4MzI2ZDQtYjk3MS00ODdjLTkwN2QtOTBjYzIwM2RmNzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,Zackary Adler,110,Simon Merrells,Kevin Leslie,-1,The Rise of the Krays,1510,Kris Sommerville,http://www.imdb.com/title/tt2945796/?ref_=fn_tt_tt_1,26,English,UK,R,2500000,2015,5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NDQ4MzA0OV5BMl5BanBnXkFtZTgwMzY3NTY4NzE@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4217,Shane Meadows,101,Stephen Graham,Joseph Gilgun,327919,This Is England,99177,Jack O'Connell,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,192,English,UK,Unrated,1500000,2006,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMmE3OWZhZDYtOTBjMi00NDÖLTg1NWMtMjg0NjJmZWM4MjliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4218,Dominic Burns,101,Julian Glover,Sean Pertwee,-1,Alien Uprising,2753,Bianca Brigitte VanDamme,http://www.imdb.com/title/tt2040578/?ref_=fn_tt_tt_1,82,English,UK,R,2500000,2012,3.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MDA4NTcxN15BMl5BanBnXkFtZTcwOTM2Njk2OQ@@._V1_SX50.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,George Sidney,101,Esther Williams,Basil Rathbone,-1,Bathing Beauty,1079,Red Skelton,http://www.imdb.com/title/tt0036628/?ref_=fn_tt_tt_1,28,English,USA,Passed,2361000,1944,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNzAyNDgxM15BMl5BanBnXkFtZTgwMTU3NDIwMzE@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,Carmen Marron,105,Jossara Jinaro,Aimee Garcia,178739,Go for It!,1015,Rene Rosado,http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1,10,English,USA,PG-13,2450000,2011,3.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NTE1MjQ2NV5BMl5BanBnXkFtZTcwMDM4MTg4NA@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4221,Tim McCanlies,97,Ethan Embry,Michael O'Neill,565592,Dancer Texas Pop. 81,2189,Alexandra Holden,http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1,63,English,USA,PG,-1,1998,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NjE2ODM4MV5BMl5BanBnXkFtZTYwNTk2NDg5._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4222,George Sidney,108,Agnes Moorehead,Ava Gardner,-1,Show Boat,3538,Howard Keel,http://www.imdb.com/title/tt0044030/?ref_=fn_tt_tt_1,46,English,USA,Approved,2295429,1951,7,https://images-na.ssl-images-amazon.com/images/M/MV5BNmI4MGE2OGItNWU0ZS00NjÖLTkwM2MtMzAyNDYxYTJkNjA2L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4223,Mario Van Peebles,95,Tom Skerritt,Cinda McCain,27012,Redemption Road,440,Luke Perry,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,9,English,USA,PG-13,-1,2010,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MjE1Njc1Nl5BMl5BanBnXkFtZTcwNDY2MzkwNg@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4224,Jason Stone,108,Topher Grace,Ellen Burstyn,-1,The Calling,6025,Christopher Heyerdahl,http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1,28,English,USA,R,-1,2014,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MjUzNzk4OV5BMl5BanBnXkFtZTgwMDM2ODAzMjE@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,Jerry Rees,90,Jon Lovitz,Phil Hartman,-1,The Brave Little Toaster,19650,Mindy Sterling,http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1,62,English,USA,Not Rated,2300000,1987,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2ODU3NTA5MF5BMl5BanBnXkFtZTcwNTgzMzUyMQ@@._V1_SX50.jpg,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,James Algar,120,Leopold Stokowski,Deems Taylor,76400000,Fantasia,71321,Unknown,http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1,230,English,USA,G,2280000,1940,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BOGE4ZDQ2YWUtYTIzNi00NTI0LTkxMjQtODBjZjE4NjkxNGI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4227,William Friedkin,104,Roy Scheider,Fernando Rey,-1,The French Connection,82476,Tony Lo Bianco,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,280,English,USA,R,1800000,1971,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX50.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4228,Jaco Booyens,90,Nicole Smolen,Sebastian Aguilar,-1,8 Days,44,Ivette Alvarez,http://www.imdb.com/title/tt3111864/?ref_=fn_tt_tt_1,3,English,USA,PG-13,2500000,2014,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4MzM2ODA5OF5BMl5BanBnXkFtZTgwODIzMjAwNzE@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4229,Steve Miner,91,Richard Brooker,Dana Kimmell,36200000,Friday the 13th Part III,31952,Catherine Parks,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,372,English,USA,R,4000000,1982,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BZjRiMTdlY2QtZGE3YS00YjQzLTk5MmUtNjVjMjUzYWRiMWNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4230,Danny Steinmann,92,Tiffany Helm,Melanie Kinnaman,21300000,Friday the 13th: A New Beginning,22521,Dominick Brascia,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,342,English,USA,R,2200000,1985,4.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMmI5ZDRmOTMtNmJjNy00YWRkLTgwN2MtYzY5OTkzY2M5NjYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4231,Michael Landon Jr.,117,Henry Thomas,Louise Fletcher,379643,The Last Sin Eater,1573,A.J. Buckley,http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1,29,English,USA,PG-13,2200000,2007,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMjIzNTgzN15BMl5BanBnXkFtZTcwNzA2NTQ0MQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4232,Jon Gunn,120,Alexa PenaVega,Delroy Lindo,12985267,Do You Believe?,4977,Madison Pettis,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,63,English,USA,PG-13,2300000,2015,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BODg0NWFjMTAtNGZjMC00NmZlLThhZDYtM2MzNTU2NDZiZDVmXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4233,Hayley Cloake,90,Brian Austin Green,Kayla Ewell,-1,Impact Point,1118,Linden Ashby,http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1,9,English,USA,R,2200000,2008,4.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MzAxMjUyMl5BMl5BanBnXkFtZTgwNDk1OTMwNDE@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,Tay Garnett,119,Jessica Tandy,Greer Garson,-1,The Valley of Decision,1314,Lionel Barrymore,http://www.imdb.com/title/tt0038213/?ref_=fn_tt_tt_1,29,English,USA,Passed,2160000,1945,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0ODE3MTY4N15BMl5BanBnXkFtZTcwODI2MzY3MQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4235,Shyam Madiraju,90,Jessica Lowndes,Ethan Peck,-1,Eden,1351,Brad Schmidt,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,4,English,Spain,R,-1,2015,4.8,https://images-na.ssl-images-amazon.com/images/M/MV5BYjFiMDcwMGYtOTljYy00OWU3LWI4MzQtYjZhYTY4NDg0ZjJhXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4236,Harmage Singh Kalirai,90,Saeed Jaffrey,Zohra Segal,-1,Chicken Tikka Masala,480,Shobu Kapoor,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1,14,English,UK,Unknown,1200000,2005,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTE5MTA5M15BMl5BanBnXkFtZTgwODY0NTc2NjE@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4237,Rita Merson,97,Ryan Guzman,James Wolk,-1,Always Woodstock,485,Jason Ritter,http://www.imdb.com/title/tt1995477/?ref_=fn_tt_tt_1,6,English,USA,Unknown,2400000,2014,5.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMjU0MjQzMl5BMl5BanBnXkFtZTcwMDcwNTIzMQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
