id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,imdb_id,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,isNominated,totalNominations,BestDirector,BestActor,Action,Adventure,Fantasy,Sci-Fi,Thriller
899,Richard Lester,116,Margot Kidder,Ned Beatty,108200000,Superman II,76331,Jackie Cooper,http://www.imdb.com/title/tt0081573/,tt0081573,269,English,USA,PG,54000000,1980,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ2MjNiNDAtMTYwMy00MDk0LTkxZmYtNzBmNDQyMGYyN2I2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
900,Martin Brest,121,Todd Giebenhain,Lenny Venito,5660084,Gigli,41620,David Backus,http://www.imdb.com/title/tt0299930/,tt0299930,418,English,USA,R,54000000,2003,2.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5MTYxMDg5NV5BMl5BanBnXkFtZTYwNjc5MzQ3._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
901,Steven Zaillian,128,Kate Winslet,Anthony Hopkins,7221458,All the King's Men,20740,Kevin Dunn,http://www.imdb.com/title/tt0405676/,tt0405676,178,English,Germany,PG-13,55000000,2006,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMzY1MTIyNDg4MF5BMl5BanBnXkFtZTcwODQ4MTEzMw@@._V1_SX300.jpg,1,7,1,1,0,0,0,0,1
902,John Singleton,99,Christian Bale,Vanessa Williams,70327868,Shaft,58416,Daniel von Bargen,http://www.imdb.com/title/tt0162650/,tt0162650,301,English,Germany,R,46000000,2000,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJhNWMyOTUtZjgwZS00YzdjLTk1MmMtODJlOTExMDQ3MDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,1,0,0,1,0,0,0,1
903,Don Bluth,94,Kirsten Dunst,Kelsey Grammer,58297830,Anastasia,86347,Bernadette Peters,http://www.imdb.com/title/tt0118617/,tt0118617,191,English,USA,G,50000000,1997,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNGJiNWFlYTMtZTBiZi00ZTVmLWJmZmMtNzEzYzZjNzYzZmRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,0,3,0,0,0,1,1,0,0
904,Baz Luhrmann,127,Jim Broadbent,Kylie Minogue,57386369,Moulin Rouge!,224013,Richard Roxburgh,http://www.imdb.com/title/tt0203009/,tt0203009,2319,English,USA,PG-13,52500000,2001,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BODg5MTk2YmYtMzQyOC00OGUzLWFlZDYtMjBkNTk3MTA3ZjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
905,Harold Becker,89,Steve Buscemi,Teri Polo,45207112,Domestic Disturbance,21283,Matt O'Leary,http://www.imdb.com/title/tt0249478/,tt0249478,190,English,USA,PG-13,53000000,2001,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MjU1OTk5MV5BMl5BanBnXkFtZTcwMDg3MDEzMQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
906,Scott Cooper,123,Johnny Depp,Benedict Cumberbatch,62563543,Black Mass,115216,Adam Scott,http://www.imdb.com/title/tt1355683/,tt1355683,289,English,USA,R,53000000,2015,7,https://images-na.ssl-images-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
907,Clint Eastwood,135,Paul Walker,Chris Bauer,33574332,Flags of Our Fathers,101221,Tom McCarthy,http://www.imdb.com/title/tt0418689/,tt0418689,415,English,USA,R,90000000,2006,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_SX300.jpg,0,2,0,0,0,0,0,0,0
908,F. Gary Gray,118,Gerard Butler,Leslie Bibb,73343413,Law Abiding Citizen,217480,Michael Kelly,http://www.imdb.com/title/tt1197624/,tt1197624,429,English,USA,R,50000000,2009,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
909,Robert Rodriguez,189,Quentin Tarantino,Rosario Dawson,25031037,Grindhouse,155496,Zoë Bell,http://www.imdb.com/title/tt0462322/,tt0462322,532,English,USA,R,53000000,2007,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MzExNzc3MV5BMl5BanBnXkFtZTcwODAxMzM0MQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
910,Jonathan Demme,172,Oprah Winfrey,Kimberly Elise,22843047,Beloved,6082,Hill Harper,http://www.imdb.com/title/tt0120603/,tt0120603,207,English,USA,R,55000000,1998,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUyOTEzMzI5MV5BMl5BanBnXkFtZTcwNTY0MzQyMQ@@._V1_SX300.jpg,0,1,0,0,0,0,0,0,0
911,Curtis Hanson,124,Robert Downey Jr.,Robert Duvall,5755286,Lucky You,18310,Kelvin Han Yee,http://www.imdb.com/title/tt0338216/,tt0338216,63,English,USA,PG-13,55000000,2007,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNzcyMzgwNzU2N15BMl5BanBnXkFtZTcwMDcyODYzMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
912,Steven Spielberg,141,Leonardo DiCaprio,Tom Hanks,164435221,Catch Me If You Can,525801,Jennifer Garner,http://www.imdb.com/title/tt0264464/,tt0264464,667,English,USA,PG-13,52000000,2002,8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,0,2,0,0,0,0,0,0,0
913,Kathryn Bigelow,157,Jennifer Ehle,Harold Perrineau,95720716,Zero Dark Thirty,216032,Parker Sawyers,http://www.imdb.com/title/tt1790885/,tt1790885,640,English,USA,R,40000000,2012,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,1,5,0,0,0,0,0,0,1
914,Peyton Reed,106,Jon Favreau,John Michael Higgins,118683135,The Break-Up,102167,Ann-Margret,http://www.imdb.com/title/tt0452594/,tt0452594,483,English,USA,PG-13,52000000,2006,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BOTM1YjVhNTMtZTEyZi00ODk3LWI4NDItZWUyZTA1ODM3Zjk4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
915,Phyllida Lloyd,108,Colin Firth,Meryl Streep,143704210,Mamma Mia!,145974,Julie Walters,http://www.imdb.com/title/tt0795421/,tt0795421,611,English,USA,PG-13,52000000,2008,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
916,Garry Marshall,125,Bradley Cooper,Taylor Lautner,110476776,Valentine's Day,95437,Anne Hathaway,http://www.imdb.com/title/tt0817230/,tt0817230,211,English,USA,PG-13,52000000,2010,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
917,Jay Chandrasekhar,107,Alice Greczyn,Jessica Simpson,80270227,The Dukes of Hazzard,66382,Michael Weston,http://www.imdb.com/title/tt0377818/,tt0377818,612,English,USA,PG-13,50000000,2005,5.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwOTYxODI4OV5BMl5BanBnXkFtZTcwNDYxODIzMw@@._V1_SX300.jpg,0,0,0,0,1,1,0,0,0
918,Terrence Malick,215,Nick Stahl,Miranda Otto,36385763,The Thin Red Line,138941,Dash Mihok,http://www.imdb.com/title/tt0120863/,tt0120863,1448,English,USA,R,52000000,1998,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BZmYzNDQ1ZGYtZDE3MS00NzkyLWE1ZTctMmM5YzE2NGQ4MTA0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,7,1,1,0,0,0,0,0
919,David Dobkin,118,Ryan Reynolds,Olivia Wilde,37035845,The Change-Up,136680,Mircea Monroe,http://www.imdb.com/title/tt1488555/,tt1488555,149,English,USA,R,52000000,2011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
920,Milos Forman,118,Matt Price,Gerry Becker,34580635,Man on the Moon,100743,Tom Dreesen,http://www.imdb.com/title/tt0125664/,tt0125664,549,English,UK,R,52000000,1999,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BNDI1Mjc3MzAtZDk0OS00OTZlLTlhZjktNzA3ODgwZGY2NWIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
921,Martin Scorsese,178,Robert De Niro,Don Rickles,42438300,Casino,333542,Kevin Pollak,http://www.imdb.com/title/tt0112641/,tt0112641,533,English,USA,R,52000000,1995,8.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,0,1,0,0,0,0,0,0,0
922,Pierre Morel,92,Kasia Smutniak,Amber Rose Revah,23324666,From Paris with Love,97775,Rebecca Dayan,http://www.imdb.com/title/tt1179034/,tt1179034,211,English,France,R,52000000,2010,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BNDUyMzExOTAyM15BMl5BanBnXkFtZTcwMTU0NjAyMw@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
923,Paul Hunter,104,Jaime King,Mako,23020488,Bulletproof Monk,42324,Victoria Smurfit,http://www.imdb.com/title/tt0245803/,tt0245803,180,English,USA,PG-13,52000000,2003,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwODkxNzE4NzVeQTJeQWpwZ15BbWU3MDY5NDYwMzQ@._V1_SX300.jpg,0,0,0,0,1,0,1,0,0
924,Bobby Farrelly,116,Robert Forster,Tony Cox,90567722,Me Myself & Irene,185878,Rob Moran,http://www.imdb.com/title/tt0183505/,tt0183505,481,English,USA,R,51000000,2000,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BODMwMDY2YzUtNGFiNS00NDA1LWI4YzMtYzVmM2RlZTk3NGVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
925,Steve Oedekerk,90,Rob Paulsen,Wanda Sykes,72601713,Barnyard,21396,Maurice LaMarche,http://www.imdb.com/title/tt0414853/,tt0414853,155,English,Germany,PG,51000000,2006,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NDE0ODYyNF5BMl5BanBnXkFtZTcwNjQ3NzAzMQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
927,Chris Weitz,130,Robert Pattinson,Kristen Stewart,296623634,The Twilight Saga: New Moon,220758,Taylor Lautner,http://www.imdb.com/title/tt1259571/,tt1259571,919,English,USA,PG-13,50000000,2009,4.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
928,Andrew Adamson,90,Kathleen Freeman,Chris Miller,267652016,Shrek,467113,Bobby Block,http://www.imdb.com/title/tt0126029/,tt0126029,945,English,USA,PG,60000000,2001,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,2,0,0,0,1,1,0,0
929,George Nolfi,106,Matt Damon,Michael Kelly,62453315,The Adjustment Bureau,200035,Jon Stewart,http://www.imdb.com/title/tt1385826/,tt1385826,407,English,USA,PG-13,50200000,2011,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODg3MDAxMl5BMl5BanBnXkFtZTcwMjc0MDMzNA@@._V1_SX300.jpg,0,0,0,0,0,0,0,1,1
930,Kevin Reynolds,155,Alan Rickman,Morgan Freeman,165500000,Robin Hood: Prince of Thieves,145257,Michael Wincott,http://www.imdb.com/title/tt0102798/,tt0102798,322,English,USA,PG-13,48000000,1991,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BODM3MjA3NDM3M15BMl5BanBnXkFtZTgwMDc1NjUwMjI@._V1_SX300.jpg,0,0,0,0,1,1,0,0,0
931,Cameron Crowe,139,Tom Cruise,Kelly Preston,153620822,Jerry Maguire,189923,Bonnie Hunt,http://www.imdb.com/title/tt0116695/,tt0116695,318,English,USA,R,50000000,1996,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BYTM0ZWNmZTUtOTVkZS00MTZiLTg3M2QtZjA0Y2RmOWM1NWEyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,1,5,0,0,0,0,0,0,0
932,Seth MacFarlane,112,Mila Kunis,Seth MacFarlane,218628680,Ted,471644,Tom Skerritt,http://www.imdb.com/title/tt1637725/,tt1637725,623,English,USA,R,50000000,2012,7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
933,James L. Brooks,139,Lupe Ontiveros,Yeardley Smith,147637474,As Good as It Gets,224671,Shirley Knight,http://www.imdb.com/title/tt0119822/,tt0119822,470,English,USA,PG-13,50000000,1997,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,7,0,0,0,0,0,0,0
934,Tom Shadyac,115,Robin Williams,Philip Seymour Hoffman,135014968,Patch Adams,80580,Monica Potter,http://www.imdb.com/title/tt0129290/,tt0129290,375,English,USA,PG-13,50000000,1998,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,1,0,0,0,0,0,0,0
935,Adam McKay,143,Harrison Ford,Will Ferrell,2175312,Anchorman 2: The Legend Continues,131227,Steve Carell,http://www.imdb.com/title/tt1229340/,tt1229340,346,English,USA,PG-13,50000000,2013,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
936,Steven Brill,96,Steve Buscemi,Adam Sandler,126203320,Mr. Deeds,110432,Peter Gallagher,http://www.imdb.com/title/tt0280590/,tt0280590,309,English,USA,PG-13,50000000,2002,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTE3M2QtNWQ0MS00ZmRkLWIwNTMtOTA0ZGM5N2UwMWNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
937,J.J. Abrams,112,Joel Courtney,AJ Michalka,126975169,Super 8,287822,Zach Mills,http://www.imdb.com/title/tt1650062/,tt1650062,849,English,USA,PG-13,50000000,2011,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NzkxMzQ5MF5BMl5BanBnXkFtZTcwNDYwMTA3NA@@._V1_SX300.jpg,0,0,0,0,0,0,0,1,1
938,Steven Soderbergh,131,Julia Roberts,Albert Finney,125548685,Erin Brockovich,135246,Conchata Ferrell,http://www.imdb.com/title/tt0195685/,tt0195685,498,English,USA,R,52000000,2000,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,5,1,1,0,0,0,0,0
939,Donald Petrie,116,Matthew McConaughey,Adam Goldberg,105807520,How to Lose a Guy in 10 Days,156717,Thomas Lennon,http://www.imdb.com/title/tt0251127/,tt0251127,357,English,USA,PG-13,50000000,2003,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
940,Phil Lord,112,Channing Tatum,Craig Roberts,191616238,22 Jump Street,258186,Amber Stevens West,http://www.imdb.com/title/tt2294449/,tt2294449,322,English,USA,R,50000000,2014,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
941,Neil Jordan,123,Brad Pitt,Tom Cruise,105264608,Interview with the Vampire: The Vampire Chronicles,239752,Kirsten Dunst,http://www.imdb.com/title/tt0110148/,tt0110148,406,English,USA,R,60000000,1994,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
942,Peyton Reed,104,Bradley Cooper,Zooey Deschanel,97680195,Yes Man,271691,Danny Masterson,http://www.imdb.com/title/tt1068680/,tt1068680,243,English,USA,PG-13,70000000,2008,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMzBmZTMzYmItNzhhMC00M2FkLWIxMGEtMjIxMjAwNmQ2ZmM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
943,Rawson Marshall Thurber,107,Dwayne Johnson,Thomas Kretschmann,126088877,Central Intelligence,33354,Megan Park,http://www.imdb.com/title/tt1489889/,tt1489889,110,English,USA,PG-13,50000000,2016,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
944,Chris Columbus,124,Julia Roberts,Liam Aiken,91030827,Stepmom,46482,Herbert Russell,http://www.imdb.com/title/tt0120686/,tt0120686,252,English,USA,PG-13,50000000,1998,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMGJlOWM3ODctZjY3NC00YmRjLTg0NjgtNTFhOWQ4YzI4YjU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
945,Sean Anders,96,Will Ferrell,Linda Cardellini,150315155,Daddy's Home,54010,Mark L. Young,http://www.imdb.com/title/tt1528854/,tt1528854,130,English,USA,PG-13,50000000,2015,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
946,Rob Marshall,125,Johnny Depp,Meryl Streep,127997349,Into the Woods,101178,Anna Kendrick,http://www.imdb.com/title/tt2180411/,tt2180411,779,English,USA,PG,50000000,2014,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_SX300.jpg,0,3,0,0,0,1,1,0,0
947,Spike Lee,129,Denzel Washington,James Ransone,88504640,Inside Man,273108,Peter Gerety,http://www.imdb.com/title/tt0454848/,tt0454848,646,English,USA,R,45000000,2006,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BYjc4MjA2ZDgtOGY3YS00NDYzLTlmNTEtYWMxMzcwZjgzYWNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
948,Brian Helgeland,90,Bill Duke,Deborah Kara Unger,81517441,Payback,111368,William Devane,http://www.imdb.com/title/tt0120784/,tt0120784,394,English,USA,R,50000000,1999,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNTcxNzU0Ml5BMl5BanBnXkFtZTgwNjIwODQxMTE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
949,Frank Marshall,109,Dylan Walsh,Joe Don Baker,81022333,Congo,34471,Grant Heslov,http://www.imdb.com/title/tt0112715/,tt0112715,147,English,USA,PG-13,50000000,1995,5,https://images-na.ssl-images-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
951,Alex Proyas,121,Nicolas Cage,Ben Mendelsohn,79948113,Knowing,186879,Chandler Canterbury,http://www.imdb.com/title/tt0448011/,tt0448011,791,English,USA,PG-13,50000000,2009,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_SX300.jpg,0,0,0,0,0,0,0,1,1
952,Tom Dey,95,Bradley Cooper,Matthew McConaughey,88658172,Failure to Launch,58412,Zooey Deschanel,http://www.imdb.com/title/tt0427229/,tt0427229,242,English,USA,PG-13,50000000,2006,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
954,Glenn Ficarra,118,Ryan Gosling,Emma Stone,84244877,Crazy Stupid Love.,375456,Steve Carell,http://www.imdb.com/title/tt1570728/,tt1570728,292,English,USA,PG-13,50000000,2011,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
955,Peter Hewitt,80,Bill Murray,Mark Christopher Lawrence,75367693,Garfield,58961,Michael Monks,http://www.imdb.com/title/tt0356634/,tt0356634,232,English,USA,PG,35000000,2004,5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMTc1OTUxOV5BMl5BanBnXkFtZTYwNTMxODc3._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
956,Joe Roth,99,Jamie Lee Curtis,Cheech Marin,73701902,Christmas with the Kranks,27548,Jake Busey,http://www.imdb.com/title/tt0388419/,tt0388419,209,English,USA,PG,60000000,2004,5.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNDA4OTU4Nl5BMl5BanBnXkFtZTcwMzQxODYyMQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
957,Bennett Miller,133,Philip Seymour Hoffman,Robin Wright,75605492,Moneyball,283563,Brad Pitt,http://www.imdb.com/title/tt1210166/,tt1210166,312,English,USA,PG-13,50000000,2011,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg,1,6,0,0,0,0,0,0,0
958,Wolfgang Petersen,127,Kevin Spacey,Morgan Freeman,67823573,Outbreak,91176,Rene Russo,http://www.imdb.com/title/tt0114069/,tt0114069,130,English,USA,R,50000000,1995,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
959,Jaume Collet-Serra,106,Liam Neeson,Nate Parker,91439400,Non-Stop,200647,Scoot McNairy,http://www.imdb.com/title/tt2024469/,tt2024469,384,English,UK,PG-13,50000000,2014,7,https://images-na.ssl-images-amazon.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
960,Andy Fickman,98,Dwayne Johnson,Billy Brown,67128202,Race to Witch Mountain,43328,Tom Everett Scott,http://www.imdb.com/title/tt1075417/,tt1075417,110,English,USA,PG,65000000,2009,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_SX300.jpg,0,0,0,0,1,1,1,1,1
961,James McTeigue,132,Natalie Portman,Eddie Marsan,70496802,V for Vendetta,791783,Rupert Graves,http://www.imdb.com/title/tt0434409/,tt0434409,2042,English,USA,R,54000000,2005,8.2,https://images-na.ssl-images-amazon.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
962,David Dobkin,114,Fann Wong,Anna-Louise Plowman,60470220,Shanghai Knights,81444,Georgina Chapman,http://www.imdb.com/title/tt0300471/,tt0300471,192,English,USA,PG-13,50000000,2003,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMTgwOTI3Nl5BMl5BanBnXkFtZTYwMTI2NDQ3._V1_SX300.jpg,0,0,0,0,1,1,0,0,0
964,Matthew O'Callaghan,78,Will Ferrell,Frank Welker,58336565,Curious George,12845,Alexander Gould,http://www.imdb.com/title/tt0381971/,tt0381971,118,English,USA,G,50000000,2006,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzODQ4ODI0Nl5BMl5BanBnXkFtZTcwNTMyMDIzMQ@@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
965,Angela Robinson,101,Scoot McNairy,Thomas Lennon,66002004,Herbie Fully Loaded,36431,Cheryl Hines,http://www.imdb.com/title/tt0400497/,tt0400497,168,English,USA,G,50000000,2005,4.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNDI5NDcyMV5BMl5BanBnXkFtZTcwMjg5OTcyMQ@@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
966,Gary Fleder,113,Oliver Platt,Jennifer Esposito,54997476,Don't Say a Word,40362,Conrad Goode,http://www.imdb.com/title/tt0260866/,tt0260866,248,English,USA,R,50000000,2001,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM1OThlODItMTI5NC00ZDE1LWE4MzQtOTJiNDQ5NDAxZTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
967,Tommy Wirkola,98,Jeremy Renner,Derek Mears,55682070,Hansel & Gretel: Witch Hunters,159868,Ingrid Bolsø Berdal,http://www.imdb.com/title/tt1428538/,tt1428538,304,English,Germany,R,50000000,2013,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg,0,0,0,0,1,0,1,0,0
